Team,Player,4+ Rebs,6+ Rebs
Miami Heat,Terry Rozier,1.3,3.29
Miami Heat,Tyler Herro,1.06,2.0
Miami Heat,Jimmy Butler,1.34,2.16
Miami Heat,Nikola Jovic,1.45,2.94
Miami Heat,Bam Adebayo,1.03,1.11
Miami Heat,Alec Burks,9.11,0
Miami Heat,Jaime Jaquez Jr.,1.09,1.39
Miami Heat,Duncan Robinson,3.6,0
Miami Heat,Thomas Bryant,1.71,3.35
Indiana Pacers,Tyrese Haliburton,1.59,3.12
Indiana Pacers,Andrew Nembhard,6.3,0
Indiana Pacers,Aaron Nesmith,1.57,2.74
Indiana Pacers,Pascal Siakam,1.06,1.35
Indiana Pacers,Myles Turner,1.12,1.41
Indiana Pacers,Obi Toppin,1.94,5.16
Indiana Pacers,Bennedict Mathurin,1.2,1.53
Indiana Pacers,T.J. McConnell,2.69,0
Indiana Pacers,Ben Sheppard,3.15,0
