Team,Player,4+ Rebs,6+ Rebs
Magic,Kentavious Caldwell-Pope,3.04,0
Magic,Jalen Suggs,1.37,2.67
Magic,Franz Wagner,1.22,1.78
Magic,Paolo Banchero,1.03,1.12
Magic,Wendell Carter Jr.,1.14,1.32
Magic,Anthony Black,2.29,0
Magic,Jett Howard,0,0
Magic,Moritz Wagner,1.25,2.33
Magic,Cole Anthony,2.81,9.54
Nets,Dennis Schroder,1.85,6.94
Nets,Cam Thomas,1.81,6.16
Nets,Ben Simmons,1.06,1.44
Nets,Cameron Johnson,1.41,2.67
Nets,Nic Claxton,1.07,1.23
Nets,Nic Claxton,1.07,1.23
Nets,Noah Clowney,1.88,7.85
Nets,Ziaire Williams,1.5,2.32
Nets,Jalen Wilson,1.62,3.58
